gene_id,region,sequence_length,mfe,mfe_per_nucleotide
ENSCGRT00001029929,3'UTR,19,-5.0418609892003285,-0.26536110469475416
ENSCGRT00001029895,3'UTR,19,-5.029366037414492,-0.26470347565339436
ENSCGRT00001029883,3'UTR,19,-6.642264683313065,-0.34959287806910866
ENSCGRT00001029839,3'UTR,19,-5.685615879792401,-0.2992429410417053
ENSCGRT00001029603,3'UTR,19,-4.997712381889962,-0.26303749378368224
ENSCGRT00001029589,3'UTR,19,-6.4744590575857845,-0.3407610030308308
ENSCGRT00001029580,3'UTR,19,-5.9141769922404395,-0.3112724732758126
ENSCGRT00001029308,3'UTR,19,-6.135568303548851,-0.32292464755520267
ENSCGRT00001029306,3'UTR,19,-6.582588531421761,-0.34645202796956637
ENSCGRT00001029303,3'UTR,19,-4.753813500447428,-0.2502007105498646
ENSCGRT00001029294,3'UTR,19,-5.425449014298173,-0.28554994812095646
ENSCGRT00001029288,3'UTR,19,-5.180964348756245,-0.2726823341450655
ENSCGRT00001029279,3'UTR,19,-5.387896247566349,-0.2835734867140184
ENSCGRT00001029271,3'UTR,19,-4.901227341989665,-0.2579593337889297
ENSCGRT00001029242,3'UTR,19,-5.765287727633463,-0.30343619619123485
ENSCGRT00001029239,3'UTR,19,-4.820821403793068,-0.2537274423048983
ENSCGRT00001029228,3'UTR,19,-6.583873197249682,-0.3465196419605096
ENSCGRT00001029224,3'UTR,19,-5.566186405312741,-0.29295717922698633
ENSCGRT00001029219,3'UTR,19,-6.627547444358082,-0.34881828654516217
ENSCGRT00001029216,3'UTR,19,-6.203792845530572,-0.3265154129226617
ENSCGRT00001029199,3'UTR,19,-6.652038939366185,-0.35010731259822025
ENSCGRT00001029198,3'UTR,19,-6.675408929813162,-0.35133731209542957
ENSCGRT00001029191,3'UTR,19,-4.79640338146245,-0.2524422832348658
ENSCGRT00001029184,3'UTR,19,-6.447356284304305,-0.33933454127917395
ENSCGRT00001029176,3'UTR,19,-5.611711411346566,-0.29535323217613507
ENSCGRT00001029311,3'UTR,19,-6.831425888420347,-0.35954873096949197
ENSCGRT00001029323,3'UTR,19,-6.086534656146747,-0.3203439292708814
ENSCGRT00001029338,3'UTR,19,-6.723975884780828,-0.3538934676200436
ENSCGRT00001029561,3'UTR,19,-5.719806084145695,-0.30104242548135235
ENSCGRT00001029555,3'UTR,19,-6.244011584295787,-0.3286321886471467
ENSCGRT00001029549,3'UTR,19,-4.587966000550574,-0.24147189476581965
ENSCGRT00001029544,3'UTR,19,-5.488499876380835,-0.2888684145463597
ENSCGRT00001029542,3'UTR,19,-6.183582641588481,-0.3254517179783411
ENSCGRT00001029541,3'UTR,19,-6.303456356758056,-0.3317608608820029
ENSCGRT00001029533,3'UTR,19,-5.080308758646634,-0.26738467150771755
ENSCGRT00001027935,3'UTR,19,-6.310470018759663,-0.3321300009873507
ENSCGRT00001029450,3'UTR,19,-4.787024796454662,-0.2519486734976138
ENSCGRT00001029443,3'UTR,19,-5.549545144905479,-0.29208132341607784
ENSCGRT00001029441,3'UTR,19,-6.237274583893446,-0.3282776096786024
ENSCGRT00001029427,3'UTR,19,-6.5667377030794105,-0.3456177738462848
ENSCGRT00001029422,3'UTR,19,-5.729014883876792,-0.30152709915141007
ENSCGRT00001029407,3'UTR,19,-6.1684871922241635,-0.32465722064337704
ENSCGRT00001029376,3'UTR,19,-6.375885604427053,-0.3355729265487922
ENSCGRT00001029347,3'UTR,19,-4.705621375245235,-0.24766428290764395
ENSCGRT00001029451,3'UTR,19,-5.913247497088535,-0.31122355247834393
ENSCGRT00001023588,3'UTR,19,-4.882781673448035,-0.2569885091288439
ENSCGRT00001023587,3'UTR,19,-4.978942803390615,-0.262049621231085
ENSCGRT00001023581,3'UTR,19,-5.506602829593346,-0.28982120155754454
ENSCGRT00001017738,3'UTR,19,-6.8216040257882735,-0.35903179083096176
ENSCGRT00001017732,3'UTR,19,-4.894855293265501,-0.25762396280344746
ENSCGRT00001017731,3'UTR,19,-4.859456910547972,-0.2557608900288406
ENSCGRT00001017726,3'UTR,19,-6.692707312414284,-0.35224775328496233
ENSCGRT00001017720,3'UTR,19,-4.652120163633691,-0.2448484296649311
ENSCGRT00001017714,3'UTR,19,-4.688689374397047,-0.24677312496826562
ENSCGRT00001017697,3'UTR,19,-6.2911809492085515,-0.3311147868004501
ENSCGRT00001017687,3'UTR,19,-5.785652444573745,-0.30450802339861816
ENSCGRT00001017685,3'UTR,19,-5.875368944277429,-0.30922994443565416
ENSCGRT00001017680,3'UTR,19,-5.723764617573474,-0.30125076934597234
ENSCGRT00001017675,3'UTR,19,-5.384601563961573,-0.283400082313767
ENSCGRT00001017671,3'UTR,19,-5.404428273087609,-0.2844435933204005
ENSCGRT00001017665,3'UTR,19,-5.523700989946839,-0.29072110473404417
ENSCGRT00001017639,3'UTR,19,-6.434634799774481,-0.3386649894618148
ENSCGRT00001017632,3'UTR,19,-5.069161484638777,-0.2667979728757251
ENSCGRT00001017611,3'UTR,19,-5.247257062197274,-0.2761714243261723
ENSCGRT00001017605,3'UTR,19,-6.78464997213067,-0.3570868406384563
ENSCGRT00001017602,3'UTR,19,-6.188546720164784,-0.32571298527183074
ENSCGRT00001017598,3'UTR,19,-4.999222106617921,-0.2631169529798906
ENSCGRT00001017750,3'UTR,19,-4.662144897479334,-0.24537604723575443
ENSCGRT00001017760,3'UTR,19,-4.772830466939775,-0.251201603523146
ENSCGRT00001017781,3'UTR,19,-6.358976775576117,-0.3346829881882167
ENSCGRT00001017955,3'UTR,19,-4.884996595643555,-0.2571050839812397
ENSCGRT00001017952,3'UTR,19,-6.044326221690919,-0.31812243272057467
ENSCGRT00001017945,3'UTR,19,-6.717140626676206,-0.35353371719348453
ENSCGRT00001017929,3'UTR,19,-6.658091172308269,-0.3504258511741194
ENSCGRT00001017918,3'UTR,19,-4.737882247596014,-0.24936222355768495
ENSCGRT00001017911,3'UTR,19,-4.835888608669486,-0.2545204530878677
ENSCGRT00001017910,3'UTR,19,-5.016796305682029,-0.26404191082537
ENSCGRT00001017885,3'UTR,19,-6.686355793781594,-0.3519134628306102
ENSCGRT00001017877,3'UTR,19,-6.142097394516156,-0.323268283921903
ENSCGRT00001017876,3'UTR,19,-5.789980746341357,-0.30473582875480826
ENSCGRT00001017872,3'UTR,19,-4.631327014210644,-0.2437540533795076
ENSCGRT00001017857,3'UTR,19,-5.340152622731917,-0.28106066435431143
ENSCGRT00001017842,3'UTR,19,-6.0954818672036755,-0.3208148351159829
ENSCGRT00001017830,3'UTR,19,-5.201472074666973,-0.273761688140367
ENSCGRT00001017815,3'UTR,19,-5.0580416293809005,-0.26621271733583685
ENSCGRT00001017812,3'UTR,19,-6.704845350752895,-0.3528865974080471
ENSCGRT00001017811,3'UTR,19,-4.9279241680244965,-0.25936442989602615
ENSCGRT00001017788,3'UTR,19,-6.57313247309351,-0.3459543406891321
ENSCGRT00001017967,3'UTR,19,-6.31090060932458,-0.33215266364866214
ENSCGRT00001017557,3'UTR,19,-5.313497515453992,-0.27965776397126274
ENSCGRT00001017265,3'UTR,19,-4.69276775268819,-0.24698777645727316
ENSCGRT00001017245,3'UTR,19,-6.703292304620642,-0.3528048581379285
ENSCGRT00001017202,3'UTR,19,-4.746134562845443,-0.24979655593923383
ENSCGRT00001017184,3'UTR,19,-5.245039364132771,-0.276054703375409
ENSCGRT00001017177,3'UTR,19,-4.735742212962263,-0.24924959015590858
ENSCGRT00001017173,3'UTR,19,-5.70148007080042,-0.30007789846318
ENSCGRT00001017171,3'UTR,19,-5.0348256992319795,-0.26499082627536735
ENSCGRT00001017167,3'UTR,19,-6.18541115215479,-0.3255479553765679
ENSCGRT00001017162,3'UTR,19,-4.692515813312868,-0.24697451649015095
ENSCGRT00001017157,3'UTR,19,-5.370172121703633,-0.28264063798440175
ENSCGRT00001017154,3'UTR,19,-6.53855911420078,-0.34413469022109366
ENSCGRT00001017126,3'UTR,19,-4.575767267488725,-0.24082985618361713
ENSCGRT00001017106,3'UTR,19,-5.623916566415963,-0.29599560875873493
ENSCGRT00001017104,3'UTR,19,-6.780717917512663,-0.35687989039540335
ENSCGRT00001017102,3'UTR,19,-6.770448688809623,-0.3563394046741907
ENSCGRT00001017100,3'UTR,19,-5.256836007089664,-0.2766755793205086
ENSCGRT00001017099,3'UTR,19,-6.595516153194629,-0.3471324291155068
ENSCGRT00001017266,3'UTR,19,-5.658209076714189,-0.2978004777217994
ENSCGRT00001017293,3'UTR,19,-6.36001487005174,-0.33473762473956525
ENSCGRT00001017325,3'UTR,19,-6.5302951930636315,-0.34369974700334904
ENSCGRT00001017553,3'UTR,19,-6.8340478216547424,-0.3596867274555128
ENSCGRT00001017516,3'UTR,19,-5.9025539757938725,-0.31066073556809853
ENSCGRT00001017490,3'UTR,19,-6.4579255895328975,-0.33989082050173147
ENSCGRT00001017485,3'UTR,19,-5.56078109536427,-0.2926726892296984
ENSCGRT00001017473,3'UTR,19,-5.907647756133269,-0.310928829270172
ENSCGRT00001017470,3'UTR,19,-4.8642537742731475,-0.25601335654069196
ENSCGRT00001017463,3'UTR,19,-5.212262849159099,-0.2743296236399526
ENSCGRT00001017458,3'UTR,19,-6.288728435446988,-0.33098570712878883
ENSCGRT00001017410,3'UTR,19,-5.917515205020866,-0.3114481686853087
ENSCGRT00001017395,3'UTR,19,-5.933142681890714,-0.3122706674679323
ENSCGRT00001017375,3'UTR,19,-6.529445339838122,-0.34365501788621694
ENSCGRT00001017372,3'UTR,19,-4.85940986378934,-0.25575841388364945
ENSCGRT00001017361,3'UTR,19,-6.544386737909133,-0.3444414072583754
ENSCGRT00001017327,3'UTR,19,-5.231943955927418,-0.275365471364601
ENSCGRT00001017082,3'UTR,19,-5.694226024047218,-0.29969610652880097
ENSCGRT00001017968,3'UTR,19,-5.787889095291658,-0.30462574185745567
ENSCGRT00001018626,3'UTR,19,-6.263960906425587,-0.3296821529697677
ENSCGRT00001018606,3'UTR,19,-6.649621531748885,-0.34998008061836233
ENSCGRT00001018583,3'UTR,19,-5.1045062704156825,-0.26865822475872014
ENSCGRT00001018575,3'UTR,19,-6.0599441850185825,-0.3189444307904517
ENSCGRT00001018572,3'UTR,19,-5.507657266759441,-0.2898766982504969
ENSCGRT00001018544,3'UTR,19,-5.986127850588259,-0.3150593605572768
ENSCGRT00001018538,3'UTR,19,-5.257777275321867,-0.27672511975378244
ENSCGRT00001018533,3'UTR,19,-5.00510730147678,-0.2634267000777253
ENSCGRT00001018524,3'UTR,19,-5.858277264480089,-0.3083303823410573
ENSCGRT00001018520,3'UTR,19,-4.871064096802843,-0.2563717945685707
ENSCGRT00001018513,3'UTR,19,-6.597298858783584,-0.3472262557254518
ENSCGRT00001018512,3'UTR,19,-4.973735691161963,-0.2617755626927349
ENSCGRT00001018504,3'UTR,19,-5.866025055834187,-0.30873816083337824
ENSCGRT00001018491,3'UTR,19,-6.234493366976148,-0.32813122984084986
ENSCGRT00001018638,3'UTR,19,-6.038013725881735,-0.31779019609903864
ENSCGRT00001018639,3'UTR,19,-6.774294419572496,-0.35654181155644715
ENSCGRT00001018655,3'UTR,19,-4.697841278443441,-0.24725480412860215
ENSCGRT00001018939,3'UTR,19,-6.59350224785128,-0.3470264340974358
ENSCGRT00001018925,3'UTR,19,-6.4898402217390165,-0.341570537986264
ENSCGRT00001018918,3'UTR,19,-5.726625434989733,-0.3014013386836702
ENSCGRT00001018913,3'UTR,19,-5.643323698809639,-0.2970170367794547
ENSCGRT00001018906,3'UTR,19,-4.6519788842006005,-0.24484099390529476
ENSCGRT00001018902,3'UTR,19,-5.216325217333433,-0.2745434324912333
ENSCGRT00001018879,3'UTR,19,-5.236315115310319,-0.27559553238475365
ENSCGRT00001018849,3'UTR,19,-5.471579451713961,-0.28797786587968216
ENSCGRT00001018845,3'UTR,19,-5.155463178166036,-0.27134016727189664
ENSCGRT00001018827,3'UTR,19,-5.331107012843149,-0.2805845796233236
ENSCGRT00001018798,3'UTR,19,-4.6743623945872015,-0.24601907339932638
ENSCGRT00001018790,3'UTR,19,-5.60077710279564,-0.2947777422524021
ENSCGRT00001018755,3'UTR,19,-5.902486787942343,-0.3106571993653865
ENSCGRT00001018728,3'UTR,19,-4.629283236002242,-0.24364648610538114
ENSCGRT00001018712,3'UTR,19,-4.641569353682844,-0.24429312387804444
ENSCGRT00001018676,3'UTR,19,-6.649980128259665,-0.34999895411892973
ENSCGRT00001018430,3'UTR,19,-6.584068346876298,-0.34652991299348934
ENSCGRT00001018202,3'UTR,19,-5.387828247106347,-0.2835699077424393
ENSCGRT00001018135,3'UTR,19,-5.406188225569144,-0.284536222398376
ENSCGRT00001018122,3'UTR,19,-4.764480242156343,-0.25076211800822856
ENSCGRT00001018120,3'UTR,19,-4.9147232259875855,-0.25866964347303084
ENSCGRT00001018119,3'UTR,19,-6.387519389588457,-0.3361852310309714
ENSCGRT00001018097,3'UTR,19,-5.017368252314125,-0.2640720132796908
ENSCGRT00001018086,3'UTR,19,-6.501511857893448,-0.34218483462597094
ENSCGRT00001018081,3'UTR,19,-4.967122423956707,-0.2614274959977214
ENSCGRT00001018073,3'UTR,19,-5.787550844734312,-0.3046079391965428
ENSCGRT00001018072,3'UTR,19,-5.45451616805419,-0.28707979831864155
ENSCGRT00001018048,3'UTR,19,-6.365803492003339,-0.3350422890528073
ENSCGRT00001018046,3'UTR,19,-5.095355361832039,-0.26817659799115995
ENSCGRT00001017999,3'UTR,19,-5.533636991544685,-0.29124405218656235
ENSCGRT00001017998,3'UTR,19,-6.501390537220677,-0.34217844932740404
ENSCGRT00001018442,3'UTR,19,-6.253438806556262,-0.32912835823980324
ENSCGRT00001018426,3'UTR,19,-5.084597758745657,-0.2676104083550346
ENSCGRT00001018411,3'UTR,19,-5.082214365001182,-0.26748496657900955
ENSCGRT00001018399,3'UTR,19,-5.039353516722349,-0.265229132459071
ENSCGRT00001018370,3'UTR,19,-6.176651988682944,-0.32508694677278654
ENSCGRT00001018363,3'UTR,19,-6.553393591354987,-0.34491545217657826
ENSCGRT00001018358,3'UTR,19,-5.870107580645787,-0.3089530305603046
ENSCGRT00001018355,3'UTR,19,-5.238408348661929,-0.2757057025611542
ENSCGRT00001018353,3'UTR,19,-5.9459092577262584,-0.3129425925119083
ENSCGRT00001018347,3'UTR,19,-5.1607050770365435,-0.27161605668613387
ENSCGRT00001018346,3'UTR,19,-5.943701091777628,-0.3128263732514541
ENSCGRT00001018337,3'UTR,19,-4.5687934516096345,-0.24046281324261234
ENSCGRT00001018321,3'UTR,19,-5.20370503195246,-0.2738792122080242
ENSCGRT00001018320,3'UTR,19,-6.028554729113373,-0.31729235416386176
ENSCGRT00001018315,3'UTR,19,-4.806246771502595,-0.2529603563948734
ENSCGRT00001018304,3'UTR,19,-5.686280419985822,-0.29927791684135907
ENSCGRT00001018303,3'UTR,19,-6.112919617118353,-0.3217326114272817
ENSCGRT00001018286,3'UTR,19,-5.02570512872043,-0.2645107962484437
ENSCGRT00001018279,3'UTR,19,-4.90311185366233,-0.25805851861380685
ENSCGRT00001018275,3'UTR,19,-6.583426278466076,-0.34649611991926715
ENSCGRT00001017050,3'UTR,19,-4.9027743017769385,-0.258040752725102
ENSCGRT00001017046,3'UTR,19,-4.589936370068874,-0.24157559842467757
ENSCGRT00001017035,3'UTR,19,-5.878544161693058,-0.30939706114173987
ENSCGRT00001015773,3'UTR,19,-6.486224819648809,-0.34138025366572683
ENSCGRT00001015772,3'UTR,19,-5.395404039214164,-0.2839686336428507
ENSCGRT00001015769,3'UTR,19,-4.699345777075336,-0.24733398826712294
ENSCGRT00001015757,3'UTR,19,-5.525498809498132,-0.2908157268156912
ENSCGRT00001015748,3'UTR,19,-6.538253461295056,-0.34411860322605553
ENSCGRT00001015711,3'UTR,19,-5.688443072992878,-0.29939174068383567
ENSCGRT00001015695,3'UTR,19,-5.531213394836212,-0.29111649446506377
ENSCGRT00001015689,3'UTR,19,-5.392159995317389,-0.2837978944903889
ENSCGRT00001015661,3'UTR,19,-5.723675701763044,-0.301246089566476
ENSCGRT00001015655,3'UTR,19,-5.3588126859591085,-0.28204277294521624
ENSCGRT00001015653,3'UTR,19,-6.211076081999932,-0.3268987411578912
ENSCGRT00001015629,3'UTR,19,-4.923344346231773,-0.25912338664377754
ENSCGRT00001015614,3'UTR,19,-6.5979091174929305,-0.34725837460489106
ENSCGRT00001015607,3'UTR,19,-6.642019236672772,-0.34957995982488277
ENSCGRT00001015597,3'UTR,19,-5.9708845289934604,-0.31425708047334
ENSCGRT00001015569,3'UTR,19,-6.332055357242906,-0.33326607143383713
ENSCGRT00001015829,3'UTR,19,-5.762989760943736,-0.3033152505759861
ENSCGRT00001015835,3'UTR,19,-5.553233310358228,-0.2922754373872751
ENSCGRT00001016077,3'UTR,19,-6.065131160112672,-0.3192174294796143
ENSCGRT00001016073,3'UTR,19,-6.172112277187537,-0.32484801458881774
ENSCGRT00001016052,3'UTR,19,-5.766945673212714,-0.30352345648487966
ENSCGRT00001016047,3'UTR,19,-5.867760577384405,-0.3088295040728634
ENSCGRT00001016040,3'UTR,19,-6.396967344158349,-0.33668249179780785
ENSCGRT00001016035,3'UTR,19,-5.831270567148712,-0.30690897721835325
ENSCGRT00001016028,3'UTR,19,-6.610577206364986,-0.3479251161244729
ENSCGRT00001016016,3'UTR,19,-6.351664535152234,-0.33429813342906495
ENSCGRT00001015983,3'UTR,19,-6.68991528540179,-0.35210080449483105
ENSCGRT00001015974,3'UTR,19,-5.5293038850313,-0.2910159939490158
ENSCGRT00001015966,3'UTR,19,-6.353115598296804,-0.334374505173516
ENSCGRT00001015963,3'UTR,19,-5.054126910352703,-0.2660066794922475
ENSCGRT00001015905,3'UTR,19,-6.138638725585288,-0.3230862487150152
ENSCGRT00001015843,3'UTR,19,-6.718039182541401,-0.35358100960744215
ENSCGRT00001015842,3'UTR,19,-5.674501552609204,-0.298657976453116
ENSCGRT00001015839,3'UTR,19,-6.236603097232931,-0.3282422682754174
ENSCGRT00001015326,3'UTR,19,-6.285686087762318,-0.3308255835664378
ENSCGRT00001015283,3'UTR,19,-5.074934671799372,-0.26710182483154593
ENSCGRT00001015279,3'UTR,19,-4.689829586014343,-0.24683313610601806
ENSCGRT00001015231,3'UTR,19,-6.554005976456129,-0.34494768297137524
ENSCGRT00001015220,3'UTR,19,-4.713496159986838,-0.24807874526246518
ENSCGRT00001015197,3'UTR,19,-5.72705910135609,-0.3014241632292679
ENSCGRT00001015164,3'UTR,19,-4.611616806856357,-0.24271667404507144
ENSCGRT00001015163,3'UTR,19,-4.799816591387203,-0.2526219258624844
ENSCGRT00001015162,3'UTR,19,-4.622803765005276,-0.24330546131606717
ENSCGRT00001015157,3'UTR,19,-6.02314510389126,-0.3170076370469084
ENSCGRT00001015153,3'UTR,19,-5.138539764747231,-0.2704494613024858
ENSCGRT00001015147,3'UTR,19,-6.579438124467831,-0.34628621707725427
ENSCGRT00001015529,3'UTR,19,-5.877674305234428,-0.3093512792228646
ENSCGRT00001015527,3'UTR,19,-5.821403725686122,-0.3063896697729538
ENSCGRT00001015514,3'UTR,19,-5.32152236934177,-0.28008012470219845
ENSCGRT00001015488,3'UTR,19,-6.584498850401745,-0.3465525710737761
ENSCGRT00001015476,3'UTR,19,-5.746173475774063,-0.30243018293547697
ENSCGRT00001015472,3'UTR,19,-4.7304894995314495,-0.24897313155428683
ENSCGRT00001015470,3'UTR,19,-5.901627834457296,-0.3106119912872261
ENSCGRT00001015454,3'UTR,19,-5.8766918984762775,-0.3092995736040146
ENSCGRT00001015449,3'UTR,19,-6.1459318227902635,-0.32347009593632964
ENSCGRT00001015445,3'UTR,19,-6.388807439092699,-0.33625302311014205
ENSCGRT00001015444,3'UTR,19,-6.406604554976602,-0.3371897134198212
ENSCGRT00001015442,3'UTR,19,-6.3492595314899685,-0.3341715542889457
ENSCGRT00001015420,3'UTR,19,-5.036044720319774,-0.2650549852799881
ENSCGRT00001015406,3'UTR,19,-6.106160172585597,-0.3213768511887157
ENSCGRT00001015352,3'UTR,19,-4.760596373936395,-0.2505577038913892
ENSCGRT00001015351,3'UTR,19,-6.228032803340942,-0.32779120017583907
ENSCGRT00001016091,3'UTR,19,-5.1078244100633166,-0.268832863687543
ENSCGRT00001016093,3'UTR,19,-6.5158665779582075,-0.3429403462083267
ENSCGRT00001016101,3'UTR,19,-5.332998861971255,-0.2806841506300661
ENSCGRT00001016827,3'UTR,19,-5.647368933268491,-0.29722994385623636
ENSCGRT00001016805,3'UTR,19,-5.46762002277482,-0.2877694748828853
ENSCGRT00001016797,3'UTR,19,-6.641076529265996,-0.3495303436455788
ENSCGRT00001016773,3'UTR,19,-6.382185350634973,-0.3359044921386828
ENSCGRT00001016768,3'UTR,19,-6.440399664060621,-0.3389684033716116
ENSCGRT00001016764,3'UTR,19,-5.971978457454566,-0.3143146556555035
ENSCGRT00001016763,3'UTR,19,-4.656027993686147,-0.2450541049308498
ENSCGRT00001016757,3'UTR,19,-6.640261371196282,-0.349487440589278
ENSCGRT00001016752,3'UTR,19,-6.4270257259844765,-0.3382645118939198
ENSCGRT00001016747,3'UTR,19,-6.1410388401742715,-0.32321257053548796
ENSCGRT00001016743,3'UTR,19,-5.469584099575971,-0.28787284734610374
ENSCGRT00001016710,3'UTR,19,-6.700412202073002,-0.3526532737933159
ENSCGRT00001016683,3'UTR,19,-4.824624741059873,-0.25392761795051966
ENSCGRT00001016679,3'UTR,19,-5.293226654779817,-0.27859087656735876
ENSCGRT00001016656,3'UTR,19,-5.571136489712068,-0.2932177099848457
ENSCGRT00001016646,3'UTR,19,-6.031103005982623,-0.3174264739990854
ENSCGRT00001016632,3'UTR,19,-5.970772872681251,-0.314251203825329
ENSCGRT00001016625,3'UTR,19,-6.7687867437169045,-0.35625193387983706
ENSCGRT00001017031,3'UTR,19,-5.516436982607894,-0.29033878855831025
ENSCGRT00001017001,3'UTR,19,-5.598475495744036,-0.29465660503915975
ENSCGRT00001017000,3'UTR,19,-5.458024207547001,-0.2872644319761579
ENSCGRT00001016986,3'UTR,19,-5.241430407076653,-0.27586475826719226
ENSCGRT00001016981,3'UTR,19,-6.5861175927335625,-0.3466377680386086
ENSCGRT00001016977,3'UTR,19,-5.866917173594663,-0.3087851143997191
ENSCGRT00001016965,3'UTR,19,-5.798757603885054,-0.30519776862552916
ENSCGRT00001016951,3'UTR,19,-6.201256229417047,-0.32638190681142354
ENSCGRT00001016947,3'UTR,19,-5.5723057546080295,-0.2932792502425279
ENSCGRT00001016934,3'UTR,19,-6.792353930484608,-0.3574923121307688
ENSCGRT00001016925,3'UTR,19,-5.038076799691918,-0.26516193682589045
ENSCGRT00001016919,3'UTR,19,-4.735343978756105,-0.24922863046084762
ENSCGRT00001016916,3'UTR,19,-5.573850946127365,-0.2933605761119666
ENSCGRT00001016907,3'UTR,19,-5.18684437679175,-0.2729918093048289
ENSCGRT00001016894,3'UTR,19,-6.606689089358326,-0.3477204783872803
ENSCGRT00001016881,3'UTR,19,-6.290871168468535,-0.3310984825509755
ENSCGRT00001016874,3'UTR,19,-4.961225489703837,-0.2611171310370441
ENSCGRT00001016873,3'UTR,19,-4.981241546617337,-0.2621706077167019
ENSCGRT00001016872,3'UTR,19,-5.140872502719783,-0.27057223698525174
ENSCGRT00001016609,3'UTR,19,-6.702942121431386,-0.35278642744375716
ENSCGRT00001016576,3'UTR,19,-5.880182512308392,-0.3094832901214943
ENSCGRT00001016328,3'UTR,19,-6.693281292356017,-0.3522779627555799
ENSCGRT00001016323,3'UTR,19,-6.252343789376082,-0.3290707257566359
ENSCGRT00001016305,3'UTR,19,-6.570131492722542,-0.345796394353818
ENSCGRT00001016300,3'UTR,19,-6.777930582589723,-0.3567331885573538
ENSCGRT00001016290,3'UTR,19,-5.327724890213598,-0.28040657316913675
ENSCGRT00001016279,3'UTR,19,-5.315937384598053,-0.2797861781367396
ENSCGRT00001016277,3'UTR,19,-6.517769804769466,-0.3430405160404982
ENSCGRT00001016273,3'UTR,19,-4.714501023738117,-0.24813163282832193
ENSCGRT00001016252,3'UTR,19,-6.195696275418044,-0.32608927765358126
ENSCGRT00001016242,3'UTR,19,-5.1921048938704315,-0.27326867862475956
ENSCGRT00001016234,3'UTR,19,-4.674323022330776,-0.24601700117530398
ENSCGRT00001016225,3'UTR,19,-6.332654527281646,-0.33329760669903397
ENSCGRT00001016222,3'UTR,19,-5.62579108860395,-0.2960942678212605
ENSCGRT00001016221,3'UTR,19,-4.9216770833673325,-0.2590356359667017
ENSCGRT00001016186,3'UTR,19,-6.136340257483824,-0.32296527670967495
ENSCGRT00001016181,3'UTR,19,-5.097113808927003,-0.26826914783826333
ENSCGRT00001016179,3'UTR,19,-6.58877994209159,-0.34677789168903106
ENSCGRT00001016122,3'UTR,19,-5.786984191793297,-0.304578115357542
ENSCGRT00001016351,3'UTR,19,-5.108305973280988,-0.268858209120052
ENSCGRT00001016365,3'UTR,19,-6.706642989923189,-0.35298120999595733
ENSCGRT00001016377,3'UTR,19,-5.792465137942033,-0.3048665862074754
ENSCGRT00001016381,3'UTR,19,-5.865534142021449,-0.30871232326428677
ENSCGRT00001016571,3'UTR,19,-6.8262902011230135,-0.35927843163805334
ENSCGRT00001016560,3'UTR,19,-5.92934957019435,-0.31207103001022896
ENSCGRT00001016555,3'UTR,19,-5.447540293599409,-0.2867126470315478
ENSCGRT00001016552,3'UTR,19,-6.142951313260399,-0.3233132270137052
ENSCGRT00001016549,3'UTR,19,-5.313738410606452,-0.27967044266349744
ENSCGRT00001016546,3'UTR,19,-5.124898239768816,-0.2697314863036219
ENSCGRT00001016541,3'UTR,19,-6.578862059948673,-0.3462558978920354
ENSCGRT00001016533,3'UTR,19,-5.531423823070105,-0.29112756963526865
ENSCGRT00001016521,3'UTR,19,-5.680560653654157,-0.29897687650811355
ENSCGRT00001018967,3'UTR,19,-6.579224825245471,-0.3462749908023932
ENSCGRT00001016516,3'UTR,19,-5.261398946003184,-0.27691573400016756
ENSCGRT00001016473,3'UTR,19,-5.082965234368764,-0.26752448601940865
ENSCGRT00001016472,3'UTR,19,-5.985886223065937,-0.31504664331925986
ENSCGRT00001016467,3'UTR,19,-5.035733431004593,-0.2650386016318207
ENSCGRT00001016451,3'UTR,19,-6.43294277152552,-0.3385759353434484
ENSCGRT00001016423,3'UTR,19,-5.702414644234335,-0.3001270865386492
ENSCGRT00001016414,3'UTR,19,-4.940445147961754,-0.26002342884009233
ENSCGRT00001016385,3'UTR,19,-5.474346891679517,-0.2881235206147114
ENSCGRT00001016382,3'UTR,19,-5.969810891040669,-0.31420057321266676
ENSCGRT00001016512,3'UTR,19,-4.772462698056093,-0.25118224726611016
ENSCGRT00001019010,3'UTR,19,-5.179827361822188,-0.27262249272748357
ENSCGRT00001019014,3'UTR,19,-5.293239877271721,-0.27859157248798533
ENSCGRT00001019015,3'UTR,19,-6.3720475589450665,-0.3353709241550035
ENSCGRT00001021979,3'UTR,19,-5.787577045941231,-0.3046093182074332
ENSCGRT00001021977,3'UTR,19,-5.5666769050994445,-0.2929829950052339
ENSCGRT00001021976,3'UTR,19,-6.653487386890133,-0.35018354667842805
ENSCGRT00001021974,3'UTR,19,-5.598532464564409,-0.2946596033981268
ENSCGRT00001021973,3'UTR,19,-6.474231758068699,-0.3407490398983526
ENSCGRT00001021969,3'UTR,19,-4.675630182191457,-0.24608579906270828
ENSCGRT00001021923,3'UTR,19,-6.515774395147915,-0.3429354944814692
ENSCGRT00001021918,3'UTR,19,-5.50583145024716,-0.2897806026445874
ENSCGRT00001021889,3'UTR,19,-5.588093794031154,-0.2941101996858502
ENSCGRT00001021880,3'UTR,19,-5.117335143438922,-0.2693334286020485
ENSCGRT00001021848,3'UTR,19,-5.96623015455021,-0.3140121133973795
